Complexity metrics,sábado, 4 dez 2021 22:17:09 GMT
Method,CogC,ev(G),iv(G),v(G)
"org.jabref.model.entry.KeywordList.parse(String,Character)",0,1,1,1
"org.jabref.model.entry.KeywordList.parse(String,Character,Character)",2,2,2,3
"org.jabref.model.entry.KeywordList.remove(Keyword)",0,1,1,1
"org.jabref.model.entry.KeywordList.remove(String)",0,1,1,1
"org.jabref.model.entry.KeywordList.removeAll(KeywordList)",0,1,1,1
"org.jabref.model.entry.KeywordList.replaceAll(KeywordList,Keyword)",5,1,4,4
"org.jabref.model.entry.KeywordList.retainAll(KeywordList)",0,1,1,1
"org.jabref.model.entry.KeywordList.size()",0,1,1,1
"org.jabref.model.entry.KeywordList.stream()",0,1,1,1
"org.jabref.model.entry.KeywordList.toString()",0,1,1,1
"org.jabref.model.entry.KeywordList.toStringList()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.asStringAddsSpaceAfterDelimiter()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseEmptyStringReturnsEmptyList()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseHierarchicalChain()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseIgnoresDuplicates()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseOneWordReturnsOneKeyword()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseTwoHierarchicalChains()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseTwoWordReturnsTwoKeywords()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseTwoWordReturnsTwoKeywordsWithDifferentDelimiter()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseTwoWordReturnsTwoKeywordsWithoutSpace()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseWordsWithBracketsReturnsOneKeyword()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseWordsWithWhitespaceAndCommaReturnsTwoKeyword()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.parseWordsWithWhitespaceReturnsOneKeyword()",0,1,1,1
"org.jabref.model.entry.KeywordListTest.setUp()",0,1,1,1
"org.jabref.model.entry.KeywordTest.getAllSubchainsAsStringForSimpleChain()",0,1,1,1
"org.jabref.model.entry.KeywordTest.getPathFromRootAsStringForSimpleChain()",0,1,1,1
"org.jabref.model.entry.LinkedFile.LinkedFile(String,Path,String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.LinkedFile(String,String,String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.LinkedFile(String,URL,String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.LinkedFile(URL,String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.descriptionProperty()",0,1,1,1
"org.jabref.model.entry.LinkedFile.equals(Object)",3,3,4,5
"org.jabref.model.entry.LinkedFile.fileTypeProperty()",0,1,1,1
"org.jabref.model.entry.LinkedFile.findIn(BibDatabaseContext,FilePreferences)",0,1,1,1
"org.jabref.model.entry.LinkedFile.findIn(List<Path>)",8,4,6,6
"org.jabref.model.entry.LinkedFile.getDescription()",0,1,1,1
"org.jabref.model.entry.LinkedFile.getFileType()",0,1,1,1
"org.jabref.model.entry.LinkedFile.getLink()",0,1,1,1
"org.jabref.model.entry.LinkedFile.getObservables()",0,1,1,1
"org.jabref.model.entry.LinkedFile.hashCode()",0,1,1,1
"org.jabref.model.entry.LinkedFile.isEmpty()",0,1,1,1
"org.jabref.model.entry.LinkedFile.isOnlineLink()",0,1,1,1
"org.jabref.model.entry.LinkedFile.isOnlineLink(String)",1,1,3,3
"org.jabref.model.entry.LinkedFile.linkProperty()",0,1,1,1
"org.jabref.model.entry.LinkedFile.readObject(ObjectInputStream)",0,1,1,1
"org.jabref.model.entry.LinkedFile.setDescription(String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.setFileType(String)",0,1,1,1
"org.jabref.model.entry.LinkedFile.setLink(String)",2,1,2,2
"org.jabref.model.entry.LinkedFile.toString()",0,1,1,1
"org.jabref.model.entry.LinkedFile.writeObject(ObjectOutputStream)",0,1,1,1
"org.jabref.model.entry.Month.Month(String,String,int)",0,1,1,1
"org.jabref.model.entry.Month.getFullName()",0,1,1,1
"org.jabref.model.entry.Month.getJabRefFormat()",0,1,1,1
"org.jabref.model.entry.Month.getMonthByNumber(int)",3,3,3,3
"org.jabref.model.entry.Month.getMonthByShortName(String)",3,3,3,3
"org.jabref.model.entry.Month.getNumber()",0,1,1,1
"org.jabref.model.entry.Month.getShortName()",0,1,1,1
"org.jabref.model.entry.Month.getTwoDigitNumber()",0,1,1,1
"org.jabref.model.entry.Month.parse(String)",5,4,4,6
"org.jabref.model.entry.Month.parseGermanShortMonth(String)",1,13,13,13
"org.jabref.model.entry.MonthTest.getFullNameTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getFullNameTest(String,Month)",0,1,1,1
"org.jabref.model.entry.MonthTest.getJabRefFormatTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getJabRefFormatTest(String,Month)",0,1,1,1
"org.jabref.model.entry.MonthTest.getMonthByNumberTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getMonthByNumberTest(Optional<Month>,int)",0,1,1,1
"org.jabref.model.entry.MonthTest.getMonthByShortNameLowercaseTest(Optional<Month>,String)",0,1,1,1
"org.jabref.model.entry.MonthTest.getMonthByShortNameSpecialCases()",0,1,1,1
"org.jabref.model.entry.MonthTest.getNumberTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getNumberTest(int,Month)",0,1,1,1
"org.jabref.model.entry.MonthTest.getShortNameTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getShortNameTest(String,Month)",0,1,1,1
"org.jabref.model.entry.MonthTest.getTwoDigitNumberTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.getTwoDigitNumberTest(String,Month)",0,1,1,1
"org.jabref.model.entry.MonthTest.parseBibtexName()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseCorrectly(Optional<Month>,String)",0,1,1,1
"org.jabref.model.entry.MonthTest.parseFullName()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseFullNameGerman()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseGermanShortMonthTest()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseGermanShortMonthTest(Optional<Month>,String)",0,1,1,1
"org.jabref.model.entry.MonthTest.parseNumber()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseShortName()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseShortNameGerman()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseShortNameGermanLowercase()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseSpecialCases()",0,1,1,1
"org.jabref.model.entry.MonthTest.parseTwoDigitNumber()",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.ParsedEntryLink(BibEntry)",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.ParsedEntryLink(String,BibDatabase)",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.equals(Object)",3,3,2,4
"org.jabref.model.entry.ParsedEntryLink.getDatabase()",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.getKey()",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.getLinkedEntry()",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.hashCode()",0,1,1,1
"org.jabref.model.entry.ParsedEntryLink.setKey(String)",0,1,1,1
"org.jabref.model.entry.SharedBibEntryData.SharedBibEntryData()",0,1,1,1
"org.jabref.model.entry.SharedBibEntryData.getSharedID()",0,1,1,1
"org.jabref.model.entry.SharedBibEntryData.getVersion()",0,1,1,1
"org.jabref.model.entry.SharedBibEntryData.setSharedID(int)",0,1,1,1
"org.jabref.model.entry.SharedBibEntryData.setVersion(int)",0,1,1,1
"org.jabref.model.entry.event.EntriesEvent.EntriesEvent(List<BibEntry>)",0,1,1,1
"org.jabref.model.entry.event.EntriesEvent.EntriesEvent(List<BibEntry>,EntriesEventSource)",0,1,1,1
"org.jabref.model.entry.event.EntriesEvent.getBibEntries()",0,1,1,1
"org.jabref.model.entry.event.EntriesEvent.getEntriesEventSource()",0,1,1,1
"org.jabref.model.entry.event.EntryChangedEvent.EntryChangedEvent(BibEntry)",0,1,1,1
"org.jabref.model.entry.event.EntryChangedEvent.EntryChangedEvent(BibEntry,EntriesEventSource)",0,1,1,1
"org.jabref.model.entry.event.EntryChangedEvent.getBibEntry()",0,1,1,1
"org.jabref.model.entry.event.FieldAddedOrRemovedEvent.FieldAddedOrRemovedEvent(FieldChange,EntriesEventSource)",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.FieldChangedEvent(BibEntry,Field,String,String)",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.FieldChangedEvent(BibEntry,Field,String,String,EntriesEventSource)",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.FieldChangedEvent(FieldChange)",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.FieldChangedEvent(FieldChange,EntriesEventSource)",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.computeMajorCharacterChange(String,String)",8,5,6,8
"org.jabref.model.entry.event.FieldChangedEvent.getField()",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.getMajorCharacterChange()",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.getNewValue()",0,1,1,1
"org.jabref.model.entry.event.FieldChangedEvent.getOldValue()",0,1,1,1
"org.jabref.model.entry.field.BibField.BibField(Field,FieldPriority)",0,1,1,1
"org.jabref.model.entry.field.BibField.compareTo(BibField)",0,1,1,1
"org.jabref.model.entry.field.BibField.equals(Object)",2,3,1,3
"org.jabref.model.entry.field.BibField.getField()",0,1,1,1
"org.jabref.model.entry.field.BibField.getPriority()",0,1,1,1
"org.jabref.model.entry.field.BibField.hashCode()",0,1,1,1
"org.jabref.model.entry.field.BibField.toString()",0,1,1,1
"org.jabref.model.entry.field.BibFieldTest.bibFieldsConsideredEqualIfUnderlyingFieldIsEqual()",0,1,1,1
"org.jabref.model.entry.field.BibFieldTest.bibFieldsConsideredNotEqualIfUnderlyingFieldNotEqual()",0,1,1,1
"org.jabref.model.entry.field.Field.getAlias()",0,1,1,1
"org.jabref.model.entry.field.Field.getDisplayName()",0,1,1,1
"org.jabref.model.entry.field.Field.isDeprecated()",0,1,1,1
"org.jabref.model.entry.field.Field.isNumeric()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getAllFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getBookNameFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getCommonFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getDefaultGeneralFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getFieldsFiltered(Predicate<Field>)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getIdentifierFieldNames()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getJournalNameFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getKeyFields()",1,1,2,2
"org.jabref.model.entry.field.FieldFactory.getNotTextFieldNames()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getPersonNameFields()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.getStandardFieldsWithCitationKey()",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.isInternalField(Field)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.isMultiLineField(Field,List<Field>)",1,1,5,5
"org.jabref.model.entry.field.FieldFactory.parseField(String)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.parseFieldList(String)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.parseOrFields(String)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.parseOrFieldsList(String)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.serializeFieldsList(Collection<Field>)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.serializeOrFields(Field...)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.serializeOrFields(OrFields)",0,1,1,1
"org.jabref.model.entry.field.FieldFactory.serializeOrFieldsList(Set<OrFields>)",0,1,1,1
"org.jabref.model.entry.field.FieldFactoryTest.testOrFieldsThreeTerms()",0,1,1,1
"org.jabref.model.entry.field.FieldFactoryTest.testOrFieldsTwoTerms()",0,1,1,1
"org.jabref.model.entry.field.IEEEField.IEEEField(String,FieldProperty,FieldProperty...)",0,1,1,1
"org.jabref.model.entry.field.IEEEField.fromName(String)",0,1,1,1
"org.jabref.model.entry.field.IEEEField.getName()",0,1,1,1
"org.jabref.model.entry.field.IEEEField.getProperties()",0,1,1,1
"org.jabref.model.entry.field.IEEEField.isStandardField()",0,1,1,1
"org.jabref.model.entry.field.InternalField.InternalField(String)",0,1,1,1
"org.jabref.model.entry.field.InternalField.InternalField(String,FieldProperty,FieldProperty...)",0,1,1,1
"org.jabref.model.entry.field.InternalField.fromName(String)",1,2,2,2
"org.jabref.model.entry.field.InternalField.getName()",0,1,1,1
"org.jabref.model.entry.field.InternalField.getProperties()",0,1,1,1
"org.jabref.model.entry.field.InternalField.isStandardField()",0,1,1,1
"org.jabref.model.entry.field.OrFields.OrFields(Collection<Field>)",0,1,1,1
"org.jabref.model.entry.field.OrFields.OrFields(Field)",0,1,1,1
"org.jabref.model.entry.field.OrFields.OrFields(Field...)",0,1,1,1
"org.jabref.model.entry.field.OrFields.compareTo(OrFields)",0,1,1,1
"org.jabref.model.entry.field.OrFields.getDisplayName()",1,1,2,2
"org.jabref.model.entry.field.OrFields.getPrimary()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.SpecialField(String,SpecialFieldValue...)",1,1,2,2
"org.jabref.model.entry.field.SpecialField.fromName(String)",0,1,1,1
"org.jabref.model.entry.field.SpecialField.getKeyWords()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.getName()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.getProperties()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.getValues()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.isSingleValueField()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.isStandardField()",0,1,1,1
"org.jabref.model.entry.field.SpecialField.parseValue(String)",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldTest.getSpecialFieldInstanceFromFieldNameEmptyForInvalidField()",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldTest.getSpecialFieldInstanceFromFieldNameValid()",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldValue.SpecialFieldValue(String)",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldValue.getFieldValue()",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldValue.getKeyword()",0,1,1,1
"org.jabref.model.entry.field.SpecialFieldValue.getRating(int)",1,1,1,6
"org.jabref.model.entry.field.SpecialFieldValue.toRating()",1,1,1,6
"org.jabref.model.entry.field.StandardField.StandardField(String)",0,1,1,1
"org.jabref.model.entry.field.StandardField.StandardField(String,FieldProperty,FieldProperty...)",0,1,1,1
"org.jabref.model.entry.field.StandardField.StandardField(String,String)",0,1,1,1
"org.jabref.model.entry.field.StandardField.StandardField(String,String,FieldProperty,FieldProperty...)",0,1,1,1
"org.jabref.model.entry.field.StandardField.fromName(String)",0,1,1,1
"org.jabref.model.entry.field.StandardField.getDisplayName()",2,2,2,2
"org.jabref.model.entry.field.StandardField.getName()",0,1,1,1
"org.jabref.model.entry.field.StandardField.getProperties()",0,1,1,1
"org.jabref.model.entry.field.StandardField.isStandardField()",0,1,1,1
"org.jabref.model.entry.field.StandardFieldTest.fieldsConsideredEqualIfSame()",0,1,1,1
"org.jabref.model.entry.field.UnknownField.UnknownField(String)",0,1,1,1
"org.jabref.model.entry.field.UnknownField.equals(Object)",2,3,1,3
"org.jabref.model.entry.field.UnknownField.getName()",0,1,1,1
"org.jabref.model.entry.field.UnknownField.getProperties()",0,1,1,1
"org.jabref.model.entry.field.UnknownField.hashCode()",0,1,1,1
"org.jabref.model.entry.field.UnknownField.isStandardField()",0,1,1,1
"org.jabref.model.entry.field.UnknownField.toString()",0,1,1,1
"org.jabref.model.entry.field.UnknownFieldTest.fieldsConsideredEqualINameDifferByCapitalization()",0,1,1,1
"org.jabref.model.entry.field.UnknownFieldTest.fieldsConsideredEqualIfSameName()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.ArXivIdentifier(String)",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.ArXivIdentifier(String,String)",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.ArXivIdentifier(String,String,String)",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.equals(Object)",4,3,3,5
"org.jabref.model.entry.identifier.ArXivIdentifier.getArXivIdentifier(Matcher)",2,1,1,3
"org.jabref.model.entry.identifier.ArXivIdentifier.getClassification()",2,2,2,2
"org.jabref.model.entry.identifier.ArXivIdentifier.getDefaultField()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.getExternalURI()",1,1,2,2
"org.jabref.model.entry.identifier.ArXivIdentifier.getNormalized()",2,2,1,2
"org.jabref.model.entry.identifier.ArXivIdentifier.getNormalizedWithoutVersion()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.hashCode()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifier.parse(String)",2,3,3,3
"org.jabref.model.entry.identifier.ArXivIdentifier.toString()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptArxivPrefix()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptLegacyEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptLegacyMathEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptPlainEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptPlainEprintWithVersion()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptUrlHttpEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.acceptUrlHttpsEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.constructCorrectURLForEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.fourDigitDateIsInvalidInLegacyFormat()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.ignoreLeadingAndTrailingWhitespaces()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parse()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseHttpsUrl()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseOldIdentifier()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseOldIdentifierWithArXivPrefix()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseOldUrlWithVersion()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parsePdfUrl()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseUrl()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseUrlWithVersion()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseWithArXivPrefix()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseWithArXivPrefixAndClassification()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseWithArxivPrefix()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.parseWithClassification()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.rejectEmbeddedEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.rejectInvalidEprint()",0,1,1,1
"org.jabref.model.entry.identifier.ArXivIdentifierTest.rejectUrlOtherDomainEprint()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.DOI(String)",13,5,6,7
"org.jabref.model.entry.identifier.DOI.equals(Object)",3,3,2,4
"org.jabref.model.entry.identifier.DOI.findInText(String)",3,1,4,4
"org.jabref.model.entry.identifier.DOI.getDOI()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.getDefaultField()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.getExternalURI()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.getExternalURIFromBase(URI)",1,1,2,2
"org.jabref.model.entry.identifier.DOI.getExternalURIWithCustomBase(String)",0,1,1,1
"org.jabref.model.entry.identifier.DOI.getNormalized()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.getURIAsASCIIString()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.hashCode()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.isShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOI.isValid(String)",0,1,1,1
"org.jabref.model.entry.identifier.DOI.parse(String)",1,1,2,2
"org.jabref.model.entry.identifier.DOI.toString()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.equalsWorksFor2017Doi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.isShortDoiShouldReturnFalseWhenItIsDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.isShortDoiShouldReturnTrueWhenItIsShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.noDOIFoundInsideArbitraryText()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectEmbeddedDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectEmbeddedShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectInvalidDirectoryIndicator()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectInvalidDirectoryIndicatorInShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectInvalidDoiUri()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectMissingDivider()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectMissingDividerInShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.rejectURLShortDoi()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.testData()",0,1,1,1
"org.jabref.model.entry.identifier.DOITest.testEquals(String,String)",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.ISBN(String)",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.equals(Object)",3,3,2,4
"org.jabref.model.entry.identifier.ISBN.getDefaultField()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.getExternalURI()",1,1,2,2
"org.jabref.model.entry.identifier.ISBN.getNormalized()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.hashCode()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.isIsbn10()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.isIsbn13()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.isValid()",1,1,2,2
"org.jabref.model.entry.identifier.ISBN.isValidChecksum()",2,1,2,2
"org.jabref.model.entry.identifier.ISBN.isValidFormat()",0,1,1,1
"org.jabref.model.entry.identifier.ISBN.isbn10check()",4,2,2,5
"org.jabref.model.entry.identifier.ISBN.isbn13check()",4,2,2,4
"org.jabref.model.entry.identifier.ISBN.parse(String)",2,2,2,2
"org.jabref.model.entry.identifier.ISBNTest.testIsIsbn10Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsIsbn10Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsIsbn13Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsIsbn13Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidChecksum10Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidChecksum10Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidChecksum13Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidChecksum13Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidFormat10Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidFormat10Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidFormat13Correct()",0,1,1,1
"org.jabref.model.entry.identifier.ISBNTest.testIsValidFormat13Incorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISSN.ISSN(String)",0,1,1,1
"org.jabref.model.entry.identifier.ISSN.getCleanedISSN()",1,2,2,2
"org.jabref.model.entry.identifier.ISSN.isCanBeCleaned()",0,1,1,1
"org.jabref.model.entry.identifier.ISSN.isValidChecksum()",9,1,2,7
"org.jabref.model.entry.identifier.ISSN.isValidFormat()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testGetCleanedISSN()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testGetCleanedISSNDashAlreadyThere()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testGetCleanedISSNDashRubbish()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsCanBeCleaned()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsCanBeCleanedDashAlreadyThere()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsCanBeCleanedIncorrectRubbish()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsValidChecksumCorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsValidChecksumIncorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsValidFormatCorrect()",0,1,1,1
"org.jabref.model.entry.identifier.ISSNTest.testIsValidFormatIncorrect()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprint.IacrEprint(String)",2,2,2,2
"org.jabref.model.entry.identifier.IacrEprint.getAsciiUrl()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprint.getDefaultField()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprint.getExternalURI()",1,1,2,2
"org.jabref.model.entry.identifier.IacrEprint.getNormalized()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprint.matchesExcepted(String)",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprint.parse(String)",1,1,2,2
"org.jabref.model.entry.identifier.IacrEprintTest.acceptCorrectIacrEprintIdentifier(String,String)",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprintTest.constructValidIacrEprintUrl()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprintTest.provideTestData()",0,1,1,1
"org.jabref.model.entry.identifier.IacrEprintTest.rejectInvalidIacrEprint()",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.MathSciNetId(String)",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.equals(Object)",3,3,2,4
"org.jabref.model.entry.identifier.MathSciNetId.getDefaultField()",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.getExternalURI()",1,1,2,2
"org.jabref.model.entry.identifier.MathSciNetId.getNormalized()",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.hashCode()",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.parse(String)",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetId.toString()",0,1,1,1
"org.jabref.model.entry.identifier.MathSciNetIdTest.parseRemovesNewLineCharacterAtEnd()",0,1,1,1
"org.jabref.model.entry.types.BibtexEntryTypeDefinitions.BibtexEntryTypeDefinitions()",0,1,1,1
"org.jabref.model.entry.types.EntryTypeFactory.EntryTypeFactory()",0,1,1,1
"org.jabref.model.entry.types.EntryTypeFactory.isBiblatex(EntryType)",0,1,1,1
"org.jabref.model.entry.types.EntryTypeFactory.isBibtex(EntryType)",0,1,1,1
"org.jabref.model.entry.types.EntryTypeFactory.isEqualNameAndFieldBased(BibEntryType,BibEntryType)",6,3,6,8
